Review_id,User_id,Product_id,Rating,Review_text,Review_date,Verified_purchase
R6IPR9FHZ5BOT,33,B0B15GSPQW,4.2,and sports then go for better version with full HD and 4K quality. This TV will not give good experience for sports due to less picture quality but it's very good for daily family shows and TV channels.One last thing I want to express and I'm ver disappointed about is this.I got my order delivered on Friday and I scheduled my installation for Saturday. But nobody turned up that day and I had to reschedule it for Tuesday morning,2024-05-18,True
R249YCZVKYR5XD,316,B00EDJJ7FS,4.0,The product seems and works good but it's not a fast  charging cable as it has to be and when all the three ports are connected its more slower I'm charging  only good is single cable all three ports are there so its a ok product only if yiu are looking for fast charging then I would say think twice before you buyI have been using foe a while now this is for sure not a fast charging cable and in this tge lightning charger is not working properly every now and then I have to check its it charging my iPhone and I had to unplug and reply for charging its getting disconnected I don't understand how  so this cable is no ok,2023-11-16,True
R29MVX7H69YMY5,9,B09YL9SN9B,4.0,The cable looks decent with charging. But not fit for me as it does not support Apple car play,2024-01-14,True
R1Y30KU04V3QF4,595,B074CWD7MS,4.4,Fast charging.,2024-12-29,True
R1QI1HTJPGLS5O,226,B09RF2QXGX,4.4,It’s good,2023-08-14,True
R10SL1Q7F6CHBK,337,B083J64CBB,4.4,Nice product,2024-08-28,True
R1CBYX6RCGU739,750,B00TDD0YM4,4.4,I am writing this review after 10 days usage of this product and I found it very durable and sturdy. It is also good for travelling where you have to keep it in the bags without any kind of box. I would recommend it to all.,2023-10-20,True
R35RERUQG5AERU,432,B00TDD0YM4,4.3,I bought it in 2019 and it almost last three years post heavy usage... Gonna buy it again! Very good quality,2023-05-21,False
R2WKO9Y6VGUOOP,70,B07S851WX5,4.3,Great product. Wanted this as my Portable battery has USB slot and iPad and Kindle Reader have USB-C ports. Fits my requirement perfectly. Charges very fast.,2024-07-27,True
R1AFBZ5PYTHO1Z,265,B0949SBKMP,4.5,good alternative to generic cables,2023-06-25,True
R3GQL7YKAFJMEN,532,B00TDD0YM4,4.5,Strong cable,2023-05-10,False
R2Q1OYOIJI5673,753,B09XJ1LM7R,4.5, for DVR which is far above the reach limit hence I need a mouse to be connected to the USB port of the DVR which is in the rack above reachAny alternatives?Wireless mouse didn't work well with my particular DVR,2023-07-12,True
RJX2WGB0X99SY,472,B01DF26V7A,4.5, had lots of lag,2024-04-15,True
R223OIZPTZ994S,772,B00TDD0YM4,4.0,The cable build quality is good for normal charging its great cable but doesn’t support quick charging,2023-12-23,False
RHWJXUIB7QJY4,646,B07GQD4K6L,4.0,Best quality and length of wire was qute good and durability also good .,2024-05-29,True
RKKX7CGMNCZLA,386,B07GXHC691,4.0,The cable is awesome and no charging issue till now.... Because it is a braided cable... Chance of it damage are very less... Overall... I like the product 🤞🏻,2023-04-21,True
R3B3DDF1D5NULK,881,B0BFWGBX61,4.3, it doesn't bend out of shape very easily,2025-03-14,True
R3LZQDRMNS5CZO,760,B07SPVMSC6,4.3, and looks (and feels) premium. The length is definitely a plus!,2023-05-07,True
R231AEG1IO02JM,201,B00V9NHDI4,4.3,It's been 1 month that i am using this charging cable,2023-10-18,True
RD31MI3UMAXP8,287,B07VNFP3C2,4.3,works very well with S20 FE 5G. Thumbs up.,2023-05-24,True
R3EGXE69JQH9AG,934,B0BDRVFDKP,4.3,  and also short,2023-05-30,True
RCX9JVSY2ISRL,636,B00TDD0YM4,4.3,I am using from 2 months and charging the phone in good way and it's really value for money.. i recommend this cable.,2024-01-25,False
R2VQFSALVKRALF,27,B08S74GTBT,4.3,The cable is perfect for 3A charging devices . Support super fast charging and can be used in vehicle chargers and adapters. sturdy and durable for daily use,2023-05-20,True
R1Q323BB35OP30,971,B09939XJX8,3.9,It's a good data cable and I recommend it to purchase,2024-01-11,True
RJ0CSQUUWFF9W,440,B0BHVPTM2C,3.9,the only issue was the metal pin is not fixed firmly so it has become loose,2023-07-25,True
RFF7U7MPQFUGR,712,B09BVCVTBC,3.9,Very good item strong and useful USB cableValue for moneyThanks to amazon and producer,2023-04-10,True
R18MP1KLUE18PC,884,B0BDRVFDKP,3.9,Nice product and useful product,2024-08-21,True
RWGJNVEH5ZQME,16,B097JQ1J5G,3.9,-,2024-02-01,True
R1XN72FU6Q37IH,646,B07GQD4K6L,3.9,Sturdy but does not support 33w charging,2025-02-16,True
R213ILI3XNVHQ0,207,B07RY2X9MP,4.4,Good budget mfi certified lightly cable for this price . Update usage review after 3 to 5 months .,2024-11-24,True
R1EBFTZINSJ0LG,289,B08GM5S4CQ,4.4,The charger is a great carry on accessory while travelling without risking the original charger.Price is also very affordable and charging speed is very good with good adaptor or power bank.,2023-12-18,True
R3BKR3VZ1U81LW,838,B008YW8M0G,4.4,Good product ,2024-12-19,True
R5OJ20F8H5T8U,305,B008YW3CYM,4.4, can recommend all ,2023-11-07,True
RW294SCHB5QTK,898,B08GM5S4CQ,4.0,It does the job really well. No complaints regarding the charging power. At a price of Rs. 199/-,2023-06-15,True
R2WGLZMFMUHY4G,582,B088Z1YWBC,4.0, and it does the same job as the original one.,2023-05-29,True
R26YQ2I8VG8AXE,452,B08VB57558,4.0,Sturdily built. Does its job well. Charged my Samsung Galaxy M51 quicker than the original cable. Hope it stays the same going ahead.,2023-09-28,True
R2J3Q3BUHJ2S7E,877,B0B1YZX72F,4.2,I am posting this after a few weeks of using the product.Usage: Continuous,2024-11-08,True
R1U1S7X7BPSZBU,144,B08FD2VSD9,4.2,no Cable/Dish operator.Average daily usage: 6-8 hours.The TV is a great value-for-money product.Installation: The installation was simple and Amazon assisted installation was smooth,2025-01-20,True
RLEFI0WUITF14,951,B09H3BXWTK,4.2, the output,2023-11-27,True
R3H7SAJ305WZL4,112,B07LFWP97N,4.2,Cable is good and well built. it supports all sort of charging protocols. But Samsung galaxy s8 ultra seems to have some issues. It falls back to slower charging after a second or two of ultra fast charging when plugged in. It works fine with other devices just fine.,2024-05-23,True
R331DK9D3GC0XJ,86,B0B4DT8MKT,4.2, i may not have the need to buy another cable again,2024-04-18,True
R23FRK2ABESQGU,572,B09LH32678,4.5,Bought it before one and a half month.... Works well.. Satisfied...🙂,2023-05-26,True
R2PZRPBF9ZAOMA,603,B09NNJ9WYM,4.5, and cheap price,2024-05-26,True
R2BBEAL7JZWXYR,881,B00TDD0YM4,4.5,Works with my Casio ct-x700 well,2023-04-22,False
R1BIBCTNJPJOX3,441,B0BBW521YC,4.3, then DO NOT unbox the tv until MI representative arrives.This ensures,2023-11-22,True
R2RRCA47QEK9C1,778,B0B9BXKBC7,4.3, that if TV is damaged in transportation,2023-07-15,True
R2YKPF09C6G76,381,B08R69WBN7,4.3, but can be Side-loaded !!!@ To use your Set top box with android interface,2024-02-16,True
R1KD19VHEDV0OR,54,B09XB7DPW1,4.2,Till now satisfied with the quality.,2024-08-26,True
R39GQRVBUZBWGY,466,B09Q8HMKZX,4.2,Good quality,2024-04-22,True
R1O4Z15FD40PV5,736,B0B2CWRDB1,4.0,Look-wise,2025-03-06,True
R20FTANBPFA653,261,B0B25DJ352,4.0,The sturdiness will depend on the manner of its use. But its speed of charging is great. Very good product for the average income group.,2024-08-20,True
RTATA9H2ELJ81,845,B00HVXS7WC,3.3,Although it is written fast charging. However it charges quite slow compared to original chargers,2023-06-20,True
R3B46JNPC2T4E7,658,B07Q7561HD,4.1,Overall good and a better experience,2023-07-11,True
R3HHJCTEJ7J9CS,5,B0B3N7LR6K,4.1,It funcions properly and useful to me.,2023-08-15,True
R2LOAPI3SK4RCX,188,B09TP5KBN7,4.1,I you want to buy it for CP Plus Orange DVR,2024-06-25,True
R1MLGZDQDKIVIF,907,B07S9M8YTY,4.1, it works.,2024-06-26,True
R1FKOKZ3HHKJBZ,909,B07F1T31ZZ,4.4,I am using it for 14 days now. The experience is pretty good as of now. Picture quality is also not bad. Don't expect something out of the world at this price point. But you can go for it if you have a tight budget.,2024-06-19,True
R2WNMZI1EXTA0H,7,B09NVPSCQT,4.4,Initial impressions: works as said,2024-10-17,True
R3E42NTD6HXN1Q,275,B0BNXFDTZ2,3.6,Works well. Will comment on durability after using it for a few months.,2023-08-22,True
R1BBQYI4QO69ID,415,B09L835C3V,3.6,we have an expensive samsung TV.TV is great but original remote started draining battery and we had to put in new battery every 5 days which was not ideal.replacing with original remote is a costly affair ( 4k ?)this is a good cheap replacement- has all the functionalities except voice (which we rarely use),2024-05-31,True
R22EUJ1B1AM0OU,660,B091V8HK8Z,4.2,ABOUT  AMAZONBASICS:xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxAmazon Basics was launched in 2009 & is Amazon’s own inhouse brand for fast moving small electronic consumer goods.Here amazon uses its massive collection of sales data to launch products that are in huge demand & already exist in the market- but at lower prices. Simply put up a similar replica for something successful but at much affordable prices.If something isn’t an immediate hit,2024-04-16,True
R2K89RVGN8N9MO,696,B012MQS060,4.2, Amazon pulls it and moves on.Amazon otherwise is like an online marketplace where it provides a portal for various sellers to sell their product BUT with amazonbasics - Amazon is selling its own product at its own marketplace .Here it derives the benefit of eliminating any intermediate distributors or retailers & hence amazonbasics branded products are available for a lower price attracting bulk customers online.As an additional benefit,2023-04-05,True
R10J01VHCKFB42,413,B01MRARGBW,4.4, which also worked.Ultimately,2023-09-04,True
R177X9L6ND6OA7,948,B08MV82R99,4.2,Amazonbasics products are delivered free to prime members & are covered under amazon warranty for all and hence any claim or replacement procedures are highly streamlined & immediately taken care of.ABOUT OUR PRODUCT ( REQUIREMENT vs ACTUAL):xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxI recently purchased a new Qualcomm 3 Qbix car charger & was looking for a cable with USB A to Micro B connector. I listed my priorities under various heads to come up with a conclusion and let us compare the actual product based upon my initial requirements:1.) DATA EXCHANGE:*****************************Since it was to be primarily used for fast mobile devices charging in car,2024-11-16,True
R1HAZS2PLM3RRQ,554,B0BMGG6NKT,4.2,reasonable thickness & a sturdy intermediate cable. The whole construction of the cable due it’s cable size & flexibility is almost tangle-free.The associated cable was not exactly thick but can’t be termed as thin or delicate too. It’s not the thickest I’ve seen but then thickest doesn’t always means most durable. Given my application it’s more than just suitable.The overall built & quality of the cable & insulation looks promising enough to last few years. Even if used for other than car charging it looks durable enough to last long.I had further shortlisted mansaa & an amkette cable for the same purpose but they were too long for my requirement.4.) COMPACT MOULDED CONNECTORS:*********************************************************Had an inclination towards moulded connectors to avoid any issues where the connectors break open exposing the terminal PCBs.ACTUAL PRODUCT : There are no complaints regarding the connectors of the actual cable. The connectors are perfectly moulded without any joints or risks of splitting open. The connector casings are further quite compact at terminals to fit in comfortably at scarce spaces.The connector ports are sturdy enough both at USB A & micro B ports. The micro B port pins lock securely onto the charging mobile devices which is quite good.No signs of loose construction.Being Gold-plated is more of a misleading & fancy term(in this case) as most of the metal ports designed today already have a corrosion resistance & nobody is going to use them in saline sea water anyways.5.) AVAILABILITY OF TIES/VELCRO STRAPS :***********************************************************As per my intended use in a car where compactness was of paramount importance,2024-06-20,True
R1Q0PEVL6X8WZJ,972,B00TDD0YM4,4.3,It cost should be under Rs. 500,2024-07-27,False
RW0MMI9AUXK5J,868,B00TDD0YM4,4.3,Buy it,2023-10-23,False
R2SB3XYC8XHNUQ,888,B09MZCQYHZ,4.3,Length of the cable is long so that you can happily use it for long distance as week and quality is really good,2023-03-23,True
RFZ1X95QMXWFZ,357,B0B4DT8MKT,4.2,I got this for 6k. At this price point,2024-09-14,True
RSWY4LT0L7TCL,265,B0949SBKMP,4.2, I'd say,2024-06-09,True
R2GEJ1MJF28QVM,55,B07H5PBN54,4.2, for a small room,2023-07-04,True
R2K5NT5XE6LM6T,87,B0088TKTY2,4.2,it's a 7/10.,2025-01-21,True
R3HB3IY6922TUM,219,B06XGWRKYT,4.2, Satisfied with the product till now,2023-04-13,True
R3A3CEQUX9QMFE,671,B097JQ1J5G,4.2,This Led tv low budget Good 👍 Performance but picture & audio not good,2025-03-08,True
R3PZ3ENFIS7IJG,909,B07F1T31ZZ,4.1,Useful product in this price.,2024-01-13,True
RJB32KHP5D5O3,636,B00BN5SNF0,3.7,Purchased from Seller: Smart Place Store;Remote works but low build quality. Not original.,2024-01-04,True
R1EKLLUH4KRRS9,222,B08H5L8V1L,3.7,Works as described,2024-03-25,True
R2ZOR8P02Z5J8F,671,B097JQ1J5G,3.7,It's a good product.,2024-12-26,True
R33DVXFB4VYPZZ,323,B09DL9978Y,4.2, no additional installations/ softwares requires. Signal strength is good.... just wonder what would be different in other adapters of lesser known brands which are available at a much more competitive pricing,2023-06-06,True
R1SQ7OGFR4JRUR,999,B09W9V2PXG,4.2, hence a star less.,2023-09-07,True
R3G7X6LSJFGFXP,152,B0B298D54H,4.2,Quick not charger🤏,2024-07-10,True
R4LNZP9RCX3H3,27,B08S74GTBT,4.3,Good data cable same as shown in pic. I brought this for my Nikon d5600 photos transfer to system.,2024-10-11,True
R3TL5BYHCMQSB3,193,B085CZ3SR1,4.3,Superb product...👌👌👌,2024-12-23,True
R1B2BRD05LJZX4,979,B0088TKTY2,4.3,Better,2024-08-17,True
R2WQKUAV6WUQ06,247,B08RDWBYCQ,4.3,Seems to fast charge at 2A,2024-04-11,True
R1BQE9L2M5L12J,483,B00TDD0YM4,3.7,Works very well with Airtel DTH. The pairing is as same as every Airtel DTH remote. All the buttons works properly.,2024-02-07,False
R369X3BEG4QPC4,958,B00TDD0YM4,3.7,Nice,2024-05-16,False
R1A0NYJ6MOX3U3,289,B08GM5S4CQ,3.7,ok,2023-11-01,True
R3RYEYCYNV47BZ,751,B08J7VCT12,3.7,Poor quality! Stopped working in a month,2023-10-26,True
R28TZ1RZWX14PP,409,B08CDKQ8T6,3.7,This remote will work only for the new TV and not able to connect even follow all the procedure mentioned on guide.,2023-07-19,True
RNGN2ZRL685Z5,774,B09MKG4ZCM,3.7,You need to sync with original tv remote to make volume,2024-05-12,True
R3RUBB6REUGTT,671,B097JQ1J5G,4.3,"Before finalizing the AUE60 55""",2025-01-09,True
R281851EB9L5G6,216,B08FYB5HHK,4.3,I visited Croma and Vijay Sales to check for the same TV or similar models for their features and picture quality. I was told AUE60 & AUE70(the models listed here as Crystal 4K and 4K Pro) are E-commerce exclusive models,2024-04-20,True
R18455FQDOCS3H,612,B07F1P8KNV,4.3, panel and features,2024-12-11,True
R3IFT4P8VHQGL3,848,B08VB2CMR3,4.3,and save ~20k.Why I went for AUE60  vs. AUE70 - I knew I wouldn't be needing a voice assistant,2023-10-22,True
R1DSJOGV3DFZK2,446,B07924P3C5,4.3,and wanted to save 3k. I knew even if I wanted a voice assistant,2023-10-04,True
RZJR37WFGXR9B,96,B07WGPBXY9,4.0,i am writing this review after 2 months,2024-01-17,True
R3NHUC9S00KIR8,188,B09TP5KBN7,4.0, no issues,2023-12-12,True
R30ZSNYE78E0O2,254,B08T8KWNQ9,4.0,using it to charge me PS3 controller,2024-01-26,True
R1UJ8BCYXWICT8,990,B07S851WX5,4.0, at a good price,2024-06-14,True
R34RH86MGL4HFB,953,B0B21C4BMX,4.0, planning to pick up another one as a spare.,2024-07-06,True
R37S13YALMRPGK,394,B09R1YFL6S,4.2,Not too good not too bad,2024-07-06,True
R1B861YJE8YL2B,624,B081RLM75M,4.2,I'm using this cable since 1 years and currently this cable is running perfectly without any problems.If you want to buy best type-c cable then without thinking buy it.,2023-05-15,True
R3CR9H6ABJ4Q4O,269,B07VJ9ZTXS,4.2,Worth the price. I use the local cable providers set up. With my previous tv (Samsung) I was not facing this problem.  The only problem I am facing is each time I turn off the tv from the mains,2023-12-10,True
R2S5VBYYN51ELA,453,B085194JFL,4.2, I have to go to the settings and turn the settings on to tv speaker settings despite no other speaker or WiFi or blue tooth or cell phone being in the proximity. As a result I have stopped turning the tv off from the mains. I just use remote control to put it on stand by. BUT THIS IS A PROBLEM IN THE LONG RUN,2023-10-12,True
R9YRKNJ667H1E,635,B00GZLB57U,4.2,Display is very good. Sound is average iam using soundbar so no issues for me. Don't know how long it will last due to my previous mi 55 4 pro panel gone in 2.5 years. Bought this tv with 2 year warranty on panel.,2024-09-08,True
RAWMG4UI4CZD3,754,B07TCN5VR9,4.2,improve the software response and improve the picture quality. worth for money for this budget (4K).,2023-03-27,True
RC458V57ETXDN,332,B09T39K9YL,4.2,This tv is very good but in this one thing bad is tha this tv some time get stop while playing only YouTube video but otherwise it's a good product,2024-04-19,True
R15W5KMQB95IV5,69,B0BBFJLP21,4.4,Works as expected. Length of the cable is short and it was mentioned also satisfied my requirement. If you need more length better look other options.,2024-06-16,True
R3TLCE9JSBU3UP,115,B00TDD0YM4,4.4,It's the best HDMI cable at this price range. No problems yet. Just go for it !!,2024-03-27,False
R1MD4LW015PP00,610,B0BPBXNQQT,4.1,Great fit connector,2024-09-07,True
R1GYI0Y69RU13,318,B09NR6G588,4.1,Best product at this price range go for it🔥🔥🔥 and the software shows product will be genuine 🔥 most recommended braided cable for  products,2024-01-21,True
R3FTW5HNPCX66C,597,B07TTSS5MP,4.3,Regarding rate I liked very much and reasonable.  Regarding the product Acer Company is manufacturing Computer Monitor and are best in quality.  So that,2024-06-02,True
RK9JKA9U9LZ49,770,B00TDD0YM4,4.3,Its been 1 and half month using this product and have no complaint regarding the product some of its plus points are.1. Picture quality is good with clear sound quality2. We can easily connect any pan drive or otg to this Tv and access your content in tv.And Points in which it need improvement:1. Its does not support some audio format that.2. If we connect smartphone through OTG to TV it doesn't support the same3. Also we always have to use TV remote to start the TV. It doesn't start automatically when we on the swith,2023-12-16,False
R15UN38LGPS71W,241,B09XB8GFBQ,4.3, we have to press power button on remote each time to start this TV.Overall a very good product.,2025-01-17,True
RCBVF30PUU6UT,671,B097JQ1J5G,4.3,Picture quality is very good 😊,2023-12-22,True
RPFUVX3Z31TRO,509,B0765B3TH7,4.2,The Stand is not suitable for 50inch and above.,2024-03-27,True
RO7LRFL67Z505,907,B07S9M8YTY,4.2,Arrived in good condition. Quality of mount is excellent,2023-03-24,True
R3JR48W2CI480,597,B07TTSS5MP,4.3, data supply etc. just go for it,2024-01-17,True
R3JH7SHSXDT1GT,413,B01MRARGBW,4.3,Exllent,2024-12-28,True
R35QWAY83WL8H6,655,B07Q7561HD,4.3,Very satisfied with this purchase,2024-06-04,True
